"account_name","clicks","datasource","date","source","call_clicks","direction_requests","impressions","account_id","google_account_id","review_count","review_average_rating","review_total_count","search_keyword"
"Trees Crossing Tree Services","0","google_my_business","2025-12-23","google_my_business","0","0","10","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-12-23","google_my_business","0","1","24","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","1","google_my_business","2025-12-23","google_my_business","0","7","3","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-23","google_my_business","0","0","12","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-12-23","google_my_business","0","10","22","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","1","google_my_business","2025-12-24","google_my_business","0","3","4","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-24","google_my_business","","","0","locations/7268988978786475708","accounts/108594679417284806431","0","5","47",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-24","google_my_business","0","0","3","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-24","google_my_business","","","0","locations/13211920191313033996","accounts/108594679417284806431","6","5","82",""
"VicTree Websites, LLC","0","google_my_business","2025-12-24","google_my_business","0","0","0","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-24","google_my_business","","","0","locations/12273663697261277118","accounts/108594679417284806431","1","5","22",""
"Ranger Tree Care LLC","0","google_my_business","2025-12-24","google_my_business","0","0","6","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-12-24","google_my_business","","","0","locations/3185477627235564949","accounts/108594679417284806431","0","5","95",""
"Trees Crossing Tree Services","1","google_my_business","2025-12-24","google_my_business","0","0","6","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-24","google_my_business","","","0","locations/10356227192938789622","accounts/108594679417284806431","1","5","85",""
"Fonville Tree Service","3","google_my_business","2025-12-24","google_my_business","0","1","26","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Fonville Tree Service","0","google_my_business","2025-12-24","google_my_business","","","0","locations/17007500012128260116","accounts/108594679417284806431","3","5","115",""
"Elite Tree Service","4","google_my_business","2025-12-24","google_my_business","0","0","12","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-24","google_my_business","","","0","locations/4151324753493961898","accounts/108594679417284806431","2","5","156",""
"TN Tree Preservation","0","google_my_business","2025-12-24","google_my_business","0","2","10","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-24","google_my_business","","","0","locations/10495544190643686946","accounts/108594679417284806431","1","5","165",""
"Green Bear Tree Service LLC","1","google_my_business","2025-12-24","google_my_business","0","2","10","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-12-24","google_my_business","","","0","locations/2223340949376412218","accounts/108594679417284806431","0","5","197",""
"VicTree Websites, LLC","0","google_my_business","2025-12-25","google_my_business","0","0","5","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-12-25","google_my_business","0","0","5","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-25","google_my_business","0","0","3","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-12-25","google_my_business","0","3","2","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-25","google_my_business","0","0","5","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","3","google_my_business","2025-12-25","google_my_business","0","1","17","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-12-25","google_my_business","0","2","6","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-25","google_my_business","0","0","14","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-25","google_my_business","0","1","3","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","2","google_my_business","2025-12-26","google_my_business","0","0","4","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-12-26","google_my_business","0","0","9","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-26","google_my_business","0","0","5","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","2","google_my_business","2025-12-26","google_my_business","0","1","4","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-26","google_my_business","0","0","4","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-12-26","google_my_business","0","0","19","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-12-26","google_my_business","0","0","11","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-26","google_my_business","0","1","22","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-26","google_my_business","0","6","1","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-27","google_my_business","0","0","2","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-12-27","google_my_business","0","0","7","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-12-27","google_my_business","0","0","0","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","2","google_my_business","2025-12-27","google_my_business","0","2","11","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-12-27","google_my_business","0","0","6","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","3","google_my_business","2025-12-27","google_my_business","1","3","30","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-12-27","google_my_business","0","2","8","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-12-27","google_my_business","0","1","15","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-12-27","google_my_business","0","2","8","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-12-28","google_my_business","0","0","4","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-12-28","google_my_business","0","0","10","locations/3185477627235564949","accounts/108594679417284806431","","","",""
